,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
29579,621 Esplanade Ave,Hotels,New Orleans,US,29.9632203,-90.059329,Lamothe House,70116,LA,2013-10-13T00:00:00Z,2017-04-11T16:37:55Z,,,2.0,"great place to stay, employees all very friendly and room was clean.",Good Location,,Ty Reynolds,
22350,1605 W Loop 1604 S,"Hotels,Lodging,Hotel",San Antonio,US,29.41358,-98.70959,Microtel Inn Suites By Wyndham San Antonio By Seaworld,78245,TX,2015-06-05T05:00:00Z,2015-07-20T19:36:10Z,,,2.0,"Nice place but had no TV for the 2 days I stayed- it seemed a family lived there and they where loud and didn't care if they woke you even after asking them to please stop yelling- I am assuming the tv and loud family was a fluke so I may give them another try next time through, only because... More",Price gave it a 2,,S8846KBdavidl,
11741,135 Route 28,Hotels,West Yarmouth,US,41.657447,-70.261804,Tidewater Inn,2673,Yarmouth,2015-03-26T00:00:00Z,2016-10-27T18:54:12Z,,,5.0,we spent a wintery time a few years ago and loved it there. we even got snowed in the morning we were to check out. they told us to stay put until they got the cook in to make us all breakfast. it was lovely and homey. would stay there again anytime. the rooms are lovely and the service is... More,best hotel for me and my family,Wethersfield,Holly D,CT
35160,50 Big Sky Resort Rd,Hotels,Big Sky,US,45.28646,-111.3932,Summit At Big Sky,59716,MT,2014-07-04T00:00:00Z,2016-11-04T00:35:33Z,,,4.0,Meget fint plass for friluftsaktiviteter sommer som vinter. Super service og topp beliggenhet.,Super plass,,A Traveler,
31071,5059 Highway 140,Hotels,Mariposa,US,37.486574,-119.967114,Monarch Inn,95338,CA,2016-05-03T00:00:00Z,2016-11-16T07:30:38Z,,,2.0,terrible breakfast and poor hotel staff and service.,Monarch,,A Traveler,
9114,506 Stockbridge Rd,"Motels,Corporate Lodging,Hotels,Lodging,Resorts",Great Barrington,US,42.238323,-73.33482,Briarcliff,1230,N Egremont,2016-07-05T00:00:00Z,2016-08-25T16:37:30Z,,,5.0,"Great find in the Berkshires- located right near Monument Mountain (a beautiful hike) and 15 mins from Tamglewood. Rooms are newly redone, very clean with unique amenities (ex- simple human brand soap dispensers). Hosts are above and beyond- offering great suggestions for hiking, biking, dining etc. There's even a shed to store the bikes. Breakfast was of average quality but... More",Modern Retro: wonderful hosts!,,Familytrip55555,
5509,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2009-07-20T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,"The hotel is tastefully furnished, beds are comfy, staff is exceptional. Located in a historical district adds to the ambiance instead of feeling like the hotel district! Great French bakery located next door with good coffee and breakfast selections. We are a family of 4, spent 5 nights, and would stay again in a heart beat.",Wonderful Experience,,A verified traveler,MissoulaMT
30000,104 Mallard St,Hotels,Sulphur,US,30.213690000000003,-93.32655,Crossland Economy Studios - Lake Charles - Sulphur,70665,LA,2016-06-23T00:00:00Z,2016-10-31T23:20:43Z,,,3.0,The hotel was fine for the price and the staff was nice. The problem was I had a prepaid reservation/confirmation and the hotel routinely overbooks resulting no room available. Hotels.com refunded my price but I got stuck getting another room in a different hotel for twice the price. Talked to staff and this happens all the time. Hotel is allowing guests to extend stays even if already booked resulting in this problem. Reported to Hotels.com,Surprise - no room your your confirmed booking,,Dwayne,
22664,E 5 Karayolu (yanyol) No 20,Hotels,Englewood,US,41.000606,28.802515000000003,Radisson Blu Conference and Airport Hotel,34295,FL,2013-09-04T00:00:00Z,2016-10-26T00:23:04Z,,,1.0,The place does not deserve more than 3 stars at best if not 2. Staff untrained and disorganized. The room was not as good as the photos.,Big disappointment,,hansen,
2576,52 Ashworth Ave,"Hotel,Hotels",Hampton,US,42.91046,-70.81342,Janmere Motel,3842,NH,2015-08-28T00:00:00Z,2016-07-18T19:42:37Z,,,5.0,"I've stayed here for many years, and would not think of staying elsewhere. The management folks are so friendly, the rooms are very clean, and there are security people on duty at night. The grounds and pool are kept immaculate. The central location is fabulous and once I get there I don't need to use my car all week. I... More",Simply The BEST!,Winchester,Dale M,VA
7441,37611 Us Highway 19 N,Hotels,Palm Harbor,US,28.115090999999996,-82.739762,Vista Hotel On Lake Tarpon,34684,FL,2016-07-07T00:00:00Z,2016-11-02T00:13:31Z,,,5.0,This was our 2nd year in a row for staying at the vista. It is a well run establishment . Our room was ready early which was a joy. Our room was cleaned to perfection each day. The only complaint we had was the use of sporksinstead of regular forks for breakfast !,Return stay,,Ellen,
8811,16530 Northcross Dr,Hotels,Huntersville,US,35.44025,-80.87268,Candlewood Suites Huntersville,28078,Hicks Crossroads,2013-11-23T00:00:00Z,2016-10-27T16:40:51Z,,,5.0,We were in town for a bowling tournament and this hotel was right around the corner from the bowling center. Location was convenient room was spacious love the kitchen area with a FULL size refrigerator and microwave. Suite had a separate bedroom (which means you can close the door for privacy). Used the fitness center and bought an item from the small convenience store area they have. Would stay again if back in the area. Highly recommend! Great staff also.,Awesome accomodations,Shady Spring,A Traveler,WV
30604,3060 Green Mountain Dr,Hotels,Branson,US,36.632771999999996,-93.27200400000001,Dockers Inn,65616,Bull Creek Village,2016-09-02T00:00:00Z,2016-11-21T15:27:57Z,,,4.0,"We enjoyed Dockers Inn, the staff was friendly the breakfast was tasty. Most importantly, the rooms were clean. We didn't use the pool, but it looked nice. The hotel is close enough to the strip to walk, but far enough that you don't have all the busy traffic in front. The beds were very comfortable. It is nothing fancy, but to me cleanliness and comfort are on the top of the list. Great price also.",Enjoyable stay!!,O'Fallon,A Traveler,IL
34080,6 Rue Buffault,Hotels,Celina,US,48.875029999999995,2.34152,Hotel Eug��ne En Ville,75009,TX,2016-09-22T00:00:00Z,2016-11-17T15:07:24Z,,,5.0,great ambience. all english speaking. friendly staff.,Very convenient and nice atmosphere.,,A Traveler,
29650,142 Oak Ct,Hotels,Slidell,US,30.22415,-89.78667,Sleep Inn Slidell,70458,LA,2014-05-24T00:00:00Z,2016-11-03T02:03:27Z,,,4.0,"The pillows had mildew on them as well as the sheets. The room smelled like a smokers room mixed with a wet carpet smell. Besides those two things, the surrounding area was nice and service was as well.",4/5 rating,,A Traveler,
32181,2605 Weston Rd,Hotels,Fort Lauderdale,US,26.085576,-80.37226899999999,Residence Inn By Marriott Fort Lauderdale Weston,33331,Southwest Ranches,2015-10-18T00:00:00Z,2016-11-02T01:08:53Z,,,2.0,Poor staff response. Customer using parking lot as a workshop with buzz saw. Wood chips all over the rental car. Later 2 larger ladies decided to dance in the parking lot at 0300am with car music blaring.,Noisy,,traveler,
22483,1401 Martin Luther King Jr Dr,Hotels,Monroe,US,32.49375,-92.08275,Comfort Suites,71202,LA,2016-03-01T00:00:00Z,2016-11-03T22:11:43Z,,,1.0,"After a twelve hour drive from Georgia, my husband I were very tired and ready to check in, go to our room so we could get some rest since we had more traveling ahead of us the next morning. I called ahead of time to let the front desk know we would be checking in after 9 p.m. They assured me it was no problem. As we arrived late, we went inside to check in there wasn't anyone at the front desk. We walked around the front looking for someone with no luck. Some other guests walked up as we were waiting with a question ended up leaving since there still wasn't anyone up front. We stood there for atleast 15 minutes even called the front desk from our cell phone. Nothing. Finally, a man walked out of a door right next to the front desk behind the counter. He clearly had been sleeping. I told him that we'd like to check in how long we'd been waiting up front. He was automatically argumentative about how long we'd been waiting. Being tired, after a long trip, I didn't say anything more to him about it. Then, we get to our room. The bathroom floor counters looked like they hadn't been cleaned at all. The only good thing about our stay at this hotel was the mattress on the bed. And who knows, may be just because we were so tired on top of that, had to deal with nonsense from an incompetent employee. Needless to say, we will never book with Comfort Suites in the future.",Rude & Dirty,Jonesboro,A Traveler,AR
13343,2095 Lombard St,Hotels,San Francisco,US,37.799801,-122.436031,Chelsea Inn,94123,CA,2015-08-11T00:00:00Z,2016-11-09T18:48:18Z,,,5.0,"Stayed here for three nights whilst on an epic tour California. Great sized room, the most comfortable bed and served its purpose for us really. Would stay again when back in San Francisco. If you want somewhere nice for breakfast then visit Bay Watch across the road, 10 discount for hotel guest!",Ideal base,,BandGLiverpool,
20933,850 Bayview Ave,"Hotels,Casinos",Biloxi,US,30.411692,-88.890249,Ip Casino Resort Spa,39530,MS,2010-07-05T00:00:00Z,2017-03-02T17:51:10Z,,,5.0,I live on Back Bay Biloxi. The IP is my view and I love to see it lit up at night.r,I love to see it lit up,,redheadmommy,
18180,3482 Benner Pike,"Hotels & Motels,Family-Friendly Hotels,Business Hotels,Budget Hotels,Hotel",Bellefonte,US,40.883027,-77.779928,Econo Lodge,16823,Wingate,2014-07-30T00:00:00Z,2016-10-13T13:23:03Z,,,5.0,"Great place! Updated rooms are clean and the beds are comfortable. AC worked great. Up dated bathrooms are clean and had plenty of hot water. Staff is very friendly and helpful. They even told me where some of the best places to eat were. Believe it or not, they even did my laundry! Reasonably priced and centrally located for several vacation hotspots including State College. It's a quiet place to stay. So if you are looking for a nice, clean, reasonable and quiet place to spend the ...view morenight, this is the place for you!view less",,,Paul L.,
21198,6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-07-08T00:00:00Z,2016-10-31T20:24:02Z,,,5.0,Great Breakfast.,Nice quiet friendly,The Villages,Fortunato,GA
20054,309 N Peters Rd,Hotels,Knoxville,US,35.91483,-84.09107,Microtel Inn By Wyndham Knoxville,37922,Concord Farragut,2015-11-14T00:00:00Z,2016-11-15T23:27:08Z,,,3.0,The manager was extremely rude !,Rude help !,Joplin,Matoya,TN
4492,Taragaon Boudha,Hotels,Alliance,US,27.7216,85.355959,Hyatt Regency Kathmandu,44601,OH,2016-07-01T00:00:00Z,2016-11-11T23:48:28Z,,,8.3,"Food was costly here as expected from Hyatt hotel. If you are on leisure trip , you can take cheaper options like boutique hotels like shambaling in boudha, though shambaling's access road is not good but service is good. Great property, big enough to spend time inside it. Its near boudh stupa which is walkable from here. Good food options near boudh stupa","Great property, big enough to spend time inside it.",,Madhur,
23408,323 Route 52 (kennett Pike),Hotels,Mendenhall,US,39.85972,-75.64614,Inn At Mendenhall,19357,PA,2015-08-21T00:00:00Z,2016-10-28T20:25:13Z,,,5.0,The complimentary breakfast was amazing. Nice quiet atmosphere.,Quiet and convenient,,Donna,
11134,301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,37.256149,-79.947005,Cambria Hotel & Suites,24016,VA,2015-11-22T00:00:00Z,2016-10-13T13:22:03Z,,,3.0,"The hotel was AWESOME, the staff was wonderful. For such a well maintained hotel, make we wonder about The Manager Kyle WHY he has not responded to my many messages about a charge. I was a guest in this hotel for 7 nights. I was charged for a NO show while staying there.",Family in Hospital,Lexington,Deborah M,VA
2373,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-07-31T00:00:00Z,2016-11-16T02:50:03Z,,,5.0,"This was the first time I have visited the doubletree hotel in west palm beach. After the three hour drive in the rain, my group and I were very frustrated. Once we came to the counter to check in, Mercedes and Gessica sensed our frustration and were extremely helpful. They were so gracious and kind and next time I come... More",Weekend stay,Ruther Glen,Patrick M,FL
9041,835 S Chestatee St,"Wedding Sites,Hotels,Hotels & Motels,Meeting Facilities",Dahlonega,US,34.52495,-83.97584,Holiday Inn Express Dahlonega,30533,GA,2016-07-10T00:00:00Z,2016-11-05T01:17:49Z,,,5.0,"Clean room, friendly staff, and a good price.","Clean room, friendly staff, and a good price.",Alabama,Jeffrey,
23803,281 Zion Park Blvd,"Motels,Party & Event Planners,Lodging,Banquet Halls & Reception Facilities,Resorts,Hotels",Springdale,US,37.196957,-112.99216499999999,Cliffrose Lodge Gardens,84767,UT,2015-10-13T00:00:00Z,2016-06-22T19:05:58Z,,,5.0,"Had a great stay. Room was comfy and large, gardens were beautiful, pool and hot tubs very much appreciated after a long days walking. Best things were proximity to the park (short walk to entrance via. shop that rents Narrows kit) and knowledge of reception staff. Zack was particularly good with his recommendations. Food at breakfast was average but there's... More",Great hotel but eat somewhere else,London,CharlieUrsell,OR
3065,1888 Cumberland Falls Hwy,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels",Corbin,US,36.920051,-84.12758199999999,Country Inn and Suites By Carlson Corbin,40701,KY,2016-03-25T00:00:00Z,2016-10-27T18:32:27Z,,,5.0,"Quick stay, friendly staff. Good breakfast.",Would stay here again,Kalamazoo,Jason,
